CustomerNumber,OfferAccepted,Reward,MailerType,IncomeLevel,NumBankAccountsOpen,OverdraftProtection,CreditRating,NumCreditCardsHeld,NumHomesOwned,HouseholdSize,OwnYourHome,AverageBalance,Q1Balance,Q2Balance,Q3Balance,Q4Balance,Rand,Keep,Accepted
2613,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,1316.25,1978,1713,795,779,0.136471868,1,0
2614,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1140.25,630,469,1546,1916,0.136471868,1,0
2615,No,Air Miles,Postcard,Low,1,Yes,High,1,1,2,Yes,916.5,1956,1080,612,18,0.136471868,1,0
2616,Yes,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,869.25,779,894,936,868,0.136471868,1,1
2617,No,Cash Back,Postcard,High,2,No,High,1,1,4,No,960,615,922,963,1340,0.136471868,1,0
2618,No,Points,Postcard,Medium,1,No,Medium,2,2,3,Yes,1225,227,1785,1514,1374,0.136471868,1,0
2619,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1053.75,1894,1297,804,220,0.136471868,1,1
2620,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,785.25,965,718,698,760,0.136471868,1,0
2621,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1289.75,923,1065,1582,1589,0.136471868,1,0
2622,No,Cash Back,Letter,Medium,1,No,Low,2,1,1,Yes,976,1627,1301,620,356,0.136471868,1,0
2623,Yes,Air Miles,Postcard,High,1,No,High,1,1,4,No,871.5,800,988,814,884,0.136471868,1,1
2624,No,Points,Postcard,Medium,1,No,Medium,3,2,4,Yes,1292,895,1648,1932,693,0.136471868,1,0
2625,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,1045.5,1808,1457,551,366,0.136471868,1,0
2626,No,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,726.25,859,861,670,515,0.136471868,1,0
2627,No,Points,Letter,Low,1,No,High,3,2,4,Yes,1111.25,1655,1425,993,372,0.136471868,1,0
2628,No,Points,Postcard,High,2,No,High,3,2,1,No,964.75,438,683,1353,1385,0.136471868,1,0
2629,No,Air Miles,Letter,Medium,1,No,Low,3,1,3,Yes,1064,181,1054,2172,849,0.136471868,1,0
2630,No,Points,Postcard,Medium,1,No,High,2,2,2,Yes,1002,1547,1109,991,361,0.136471868,1,0
2631,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1341.25,1006,1746,1115,1498,0.136471868,1,0
2632,No,Air Miles,Letter,High,1,No,High,1,1,6,No,1297.25,1344,1305,1099,1441,0.136471868,1,0
2633,Yes,Points,Letter,Low,1,No,Low,1,1,4,Yes,1193.25,1627,1654,568,924,0.136471868,1,1
2634,No,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,914.75,998,899,812,950,0.136471868,1,0
2635,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,915.75,164,496,1936,1067,0.136471868,1,1
2636,No,Air Miles,Postcard,Medium,1,No,Low,2,1,6,No,183.25,7,66,356,304,0.136471868,1,0
2637,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,1027.25,1536,1363,936,274,0.136471868,1,0
2638,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,Yes,1292.75,745,1119,1108,2199,0.136471868,1,0
2639,No,Points,Postcard,Medium,1,No,Low,3,1,4,No,240.5,35,312,372,243,0.136471868,1,0
2640,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1333.25,1871,1486,1124,852,0.136471868,1,0
2641,No,Air Miles,Postcard,Low,2,No,Low,1,1,2,No,1308,1856,1785,1212,379,0.136471868,1,0
2642,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,652,773,595,663,577,0.136471868,1,1
2643,No,Air Miles,Letter,Low,1,No,Low,3,1,3,No,845,557,1002,1356,465,0.136471868,1,0
2644,No,Cash Back,Postcard,Low,1,No,High,4,2,2,No,1119.5,771,761,1525,1421,0.136471868,1,0
2645,No,Points,Postcard,Medium,2,Yes,Low,2,1,5,No,759.5,765,699,608,966,0.136471868,1,0
2646,No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,3,Yes,1115.75,803,1355,1274,1031,0.136471868,1,0
2647,No,Points,Letter,High,1,No,High,2,1,3,Yes,1044.25,1446,823,931,977,0.136471868,1,0
2648,No,Points,Letter,Medium,2,No,High,2,1,2,Yes,946,1846,1222,614,102,0.136471868,1,0
2649,No,Cash Back,Postcard,High,1,No,High,2,1,4,Yes,1117.75,2109,949,703,710,0.136471868,1,0
2650,No,Points,Letter,Medium,1,No,Low,2,1,4,No,1330,2171,1449,1396,304,0.136471868,1,0
2651,No,Cash Back,Postcard,High,1,No,Low,2,1,5,Yes,251.75,28,466,15,498,0.136471868,1,0
2652,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,No,926.5,800,1215,904,787,0.136471868,1,0
2653,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,Yes,277.5,376,335,50,349,0.136471868,1,0
2654,Yes,Air Miles,Letter,Low,1,No,High,3,1,4,Yes,1262.25,209,1625,2262,953,0.136471868,1,1
2655,No,Air Miles,Postcard,Medium,1,No,Low,1,2,4,No,746.25,542,868,729,846,0.136471868,1,0
2656,No,Points,Letter,Medium,1,No,High,3,1,4,Yes,1316.25,1443,623,1668,1531,0.136471868,1,0
2657,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,206.25,139,407,119,160,0.136471868,1,0
2658,Yes,Air Miles,Postcard,High,1,No,Low,3,1,5,Yes,666.5,684,807,569,606,0.136471868,1,1
2659,No,Cash Back,Letter,Low,2,No,Medium,1,1,4,Yes,1236.5,659,1362,1669,1256,0.136471868,1,0
2660,No,Points,Letter,High,1,No,Low,2,1,4,Yes,1025.75,1866,1377,506,354,0.136471868,1,0
2661,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,931.25,1672,1198,579,276,0.136471868,1,1
2662,No,Air Miles,Letter,Medium,2,Yes,Low,1,1,3,Yes,1060.75,1662,1401,824,356,0.136471868,1,0
2663,No,Points,Letter,High,1,No,Low,2,1,3,Yes,284.5,457,8,408,265,0.136471868,1,0
2664,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,994.5,189,1253,1912,624,0.136471868,1,0
2665,No,Air Miles,Letter,High,2,No,High,2,1,2,Yes,1798,1839,1825,1565,1963,0.136471868,1,0
2666,No,Points,Letter,Medium,1,No,High,2,1,2,No,1120.25,2060,1415,595,411,0.136471868,1,0
2667,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1214.25,382,1256,1426,1793,0.136471868,1,0
2668,No,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,955,1785,1444,589,2,0.136471868,1,0
2669,No,Cash Back,Postcard,High,1,No,High,3,1,3,No,949.5,4,905,1916,973,0.136471868,1,0
2670,Yes,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,707,557,512,859,900,0.136471868,1,1
2671,No,Air Miles,Letter,Medium,1,No,Medium,3,1,2,Yes,665.25,590,640,793,638,0.136471868,1,0
2672,Yes,Points,Postcard,Low,1,No,Low,2,1,2,Yes,1018.25,1882,1183,525,483,0.136471868,1,1
2673,No,Air Miles,Postcard,Medium,1,Yes,High,3,1,4,Yes,811.75,992,781,582,892,0.136471868,1,0
2674,Yes,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1003,288,1274,1641,809,0.136471868,1,1
2675,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1064.75,1941,1341,547,430,0.136471868,1,0
2676,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,Yes,978.5,575,1126,1205,1008,0.136471868,1,0
2677,Yes,Points,Letter,High,1,No,Low,3,1,3,No,190.5,70,49,390,253,0.136471868,1,1
2678,No,Cash Back,Postcard,High,1,No,Medium,1,1,2,Yes,1065.75,1942,1068,809,444,0.136471868,1,0
2679,No,Points,Postcard,Medium,1,Yes,Medium,1,1,5,No,1310.75,1206,982,1652,1403,0.136471868,1,0
2680,No,Points,Letter,High,3,No,Low,1,1,4,Yes,968,676,1321,1370,505,0.136471868,1,0
2681,No,Cash Back,Postcard,Medium,1,No,Low,3,3,4,Yes,1076.5,780,598,922,2006,0.136471868,1,0
2682,Yes,Air Miles,Letter,Low,2,No,High,2,2,3,No,227,365,99,440,4,0.136471868,1,1
2683,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,608.75,555,838,540,502,0.136471868,1,0
2684,No,Air Miles,Postcard,Medium,2,No,Low,2,1,6,No,970.5,1599,1244,586,453,0.136471868,1,0
2685,No,Points,Letter,High,1,No,Medium,2,1,3,No,1006.25,79,732,1172,2042,0.136471868,1,0
2686,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,966.75,1819,1171,674,203,0.136471868,1,0
2687,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1263,802,884,2109,1257,0.136471868,1,0
2688,No,Cash Back,Postcard,Low,1,No,Low,2,2,4,Yes,662.25,704,604,726,615,0.136471868,1,0
2689,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1503.75,1478,1403,1552,1582,0.136471868,1,0
2690,No,Air Miles,Letter,Low,2,No,Medium,3,1,1,No,779.25,951,814,621,731,0.136471868,1,0
2691,No,Air Miles,Letter,High,1,No,Low,2,2,3,No,838,447,506,1215,1184,0.136471868,1,0
2692,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,785.5,502,981,785,874,0.136471868,1,0
2693,No,Cash Back,Postcard,Low,1,Yes,Low,1,1,3,Yes,687.5,507,863,577,803,0.136471868,1,0
2694,No,Cash Back,Letter,High,1,No,High,1,2,2,Yes,1058.25,1246,1424,1368,195,0.136471868,1,0
2695,No,Points,Postcard,Medium,1,No,High,1,1,4,No,205.75,212,255,252,104,0.136471868,1,0
2696,No,Points,Postcard,High,1,No,High,1,2,4,No,920,1931,1018,704,27,0.136471868,1,0
2697,No,Air Miles,Letter,High,1,Yes,Medium,1,1,4,Yes,772.5,851,908,831,500,0.136471868,1,0
2698,No,Points,Postcard,High,1,No,High,3,1,3,Yes,740.75,643,928,583,809,0.136471868,1,0
2699,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,No,680,638,701,868,513,0.136471868,1,1
2700,No,Air Miles,Letter,High,1,No,Low,3,1,2,Yes,1001.25,2003,1104,727,171,0.136471868,1,0
2701,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,220.75,43,135,374,331,0.136471868,1,0
2702,No,Points,Postcard,Low,1,No,Medium,1,1,1,Yes,1063.75,493,1064,1576,1122,0.136471868,1,0
2703,No,Air Miles,Letter,Medium,1,No,High,2,1,2,No,183.5,149,86,452,47,0.136471868,1,0
2704,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,943.25,1526,1164,970,113,0.136471868,1,0
2705,No,Air Miles,Letter,High,1,No,Medium,2,1,2,No,1363.25,2059,1462,1325,607,0.136471868,1,0
2706,No,Points,Letter,High,1,No,Low,1,1,4,No,1226.75,649,1015,1948,1295,0.136471868,1,0
2707,No,Points,Postcard,Low,1,No,High,2,1,4,No,243.5,375,148,175,276,0.136471868,1,0
2708,No,Cash Back,Letter,Low,2,No,Medium,2,2,5,No,133,66,160,8,298,0.136471868,1,0
2709,Yes,Air Miles,Letter,Medium,2,Yes,Low,3,1,3,Yes,622.25,819,540,585,545,0.136471868,1,1
2710,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1883,1896,1834,1995,1807,0.136471868,1,0
2711,No,Air Miles,Letter,High,1,No,Low,2,2,4,Yes,991.75,2089,1060,472,346,0.136471868,1,0
2712,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,739,813,619,788,736,0.136471868,1,0
2713,No,Air Miles,Postcard,Medium,2,Yes,High,1,2,4,Yes,147.25,52,169,203,165,0.136471868,1,0
2714,No,Air Miles,Letter,Medium,1,No,High,1,2,5,Yes,190,257,250,131,122,0.136471868,1,0
2715,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,964.5,123,1476,1416,843,0.136471868,1,0
2716,No,Cash Back,Postcard,High,1,Yes,High,3,1,3,Yes,1165,2028,810,1021,801,0.136471868,1,0
2717,No,Air Miles,Postcard,Medium,2,Yes,High,3,3,3,No,615.5,576,705,653,528,0.136471868,1,0
2718,No,Air Miles,Postcard,High,1,No,Medium,1,2,3,Yes,1275,454,1179,1368,2099,0.136471868,1,0
2719,No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,333,371,309,496,156,0.136471868,1,0
2720,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,3,No,322,470,259,278,281,0.136471868,1,0
2721,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,246.25,218,410,23,334,0.136471868,1,1
2722,No,Points,Postcard,Low,1,Yes,Medium,1,1,1,Yes,964.75,167,1748,1388,556,0.136471868,1,0
2723,No,Air Miles,Postcard,High,2,No,Medium,1,1,3,Yes,920.75,441,506,1525,1211,0.136471868,1,0
2724,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,367.25,248,390,363,468,0.136471868,1,0
2725,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,312,322,226,310,390,0.136471868,1,0
2726,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1319.75,844,1099,1589,1747,0.136471868,1,1
2727,No,Points,Postcard,Medium,1,Yes,High,1,1,3,No,1071.5,1423,1375,820,668,0.136471868,1,0
2728,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,686,565,627,844,708,0.136471868,1,1
2729,No,Points,Postcard,Medium,1,No,Low,4,1,4,Yes,830.25,813,907,803,798,0.136471868,1,0
2730,No,Points,Postcard,Medium,1,No,Low,3,1,2,No,292,389,469,1,309,0.136471868,1,0
2731,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,No,988,2095,1137,453,267,0.136471868,1,0
2732,No,Air Miles,Letter,Medium,2,No,Medium,1,3,3,No,963,231,1457,1199,965,0.136471868,1,0
2733,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1678.25,1110,1727,2171,1705,0.136471868,1,0
2734,No,Points,Postcard,High,1,No,Medium,2,1,6,No,721.25,916,514,616,839,0.136471868,1,0
2735,No,Cash Back,Postcard,Low,1,No,Low,1,2,2,No,199.25,43,221,352,181,0.136471868,1,0
2736,No,Points,Letter,High,1,No,Medium,3,1,2,Yes,699.75,888,613,518,780,0.136471868,1,0
2737,No,Cash Back,Postcard,Medium,2,No,High,1,2,6,No,833.5,514,964,900,956,0.136471868,1,0
2738,No,Air Miles,Postcard,High,1,No,High,2,1,1,Yes,1007,1532,1299,729,468,0.136471868,1,0
2739,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,764,859,754,936,507,0.136471868,1,0
2740,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,901,86,453,1403,1662,0.136471868,1,1
2741,No,Points,Postcard,Low,1,No,High,1,1,4,No,987,1858,1159,634,297,0.136471868,1,0
2742,Yes,Air Miles,Postcard,Low,1,No,High,1,2,2,No,979.75,892,917,1600,510,0.136471868,1,1
2743,Yes,Air Miles,Postcard,Low,1,Yes,Low,3,1,3,Yes,718.25,608,588,939,738,0.136471868,1,1
2744,No,Points,Postcard,High,1,No,Low,3,1,3,Yes,1042.75,575,1727,1341,528,0.136471868,1,0
2745,No,Points,Postcard,Medium,1,Yes,Low,3,1,3,Yes,982.75,148,1361,1022,1400,0.136471868,1,0
2746,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,1065,1997,1246,610,407,0.136471868,1,0
2747,No,Points,Letter,Low,1,No,High,3,1,4,Yes,1204.75,746,1535,1953,585,0.136471868,1,0
2748,No,Points,Postcard,Low,1,No,Low,1,1,3,No,866.5,60,1181,1753,472,0.136471868,1,0
2749,No,Points,Letter,Low,1,No,Medium,3,1,1,Yes,1200.5,810,1173,1547,1272,0.136471868,1,0
2750,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,943,1655,1372,563,182,0.136471868,1,0
2751,No,Cash Back,Letter,High,1,No,High,2,1,2,Yes,983,1776,1030,964,162,0.136471868,1,0
2752,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,963.25,1823,1206,671,153,0.136471868,1,0
2753,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1033.25,1901,824,1079,329,0.136471868,1,0
2754,No,Air Miles,Postcard,Medium,3,No,High,3,1,5,Yes,1155,395,1326,1266,1633,0.136471868,1,0
2755,No,Cash Back,Postcard,Medium,2,No,High,2,1,5,No,982.5,1803,1018,539,570,0.136471868,1,0
2756,No,Air Miles,Letter,Medium,2,No,Low,2,2,3,Yes,279,435,98,314,269,0.136471868,1,0
2757,Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,1291.5,888,1438,1399,1441,0.136471868,1,1
2758,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,920.25,177,1538,1313,653,0.136471868,1,0
2759,No,Air Miles,Postcard,High,1,No,Low,2,1,5,No,1124.25,1959,1497,580,461,0.136471868,1,0
2760,Yes,Cash Back,Postcard,Medium,1,No,Medium,1,2,4,Yes,1375.5,841,1388,1630,1643,0.136471868,1,1
2761,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,800.75,190,917,814,1282,0.136471868,1,0
2762,No,Points,Postcard,Medium,1,No,High,2,2,2,Yes,950.25,1549,1255,973,24,0.136471868,1,0
2763,No,Points,Letter,Medium,1,No,High,1,1,3,No,988.5,1757,1099,909,189,0.136471868,1,0
2764,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,Yes,1145.5,565,1065,2048,904,0.136471868,1,0
2765,No,Air Miles,Letter,High,1,No,High,1,1,2,No,918,1688,930,609,445,0.136471868,1,0
2766,No,Points,Letter,Low,1,Yes,Medium,1,1,3,Yes,1013.25,1450,1081,843,679,0.136471868,1,0
2767,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1423.75,991,1427,2150,1127,0.136471868,1,0
2768,Yes,Points,Postcard,Medium,1,No,Medium,2,2,3,Yes,1195.5,970,1428,1825,559,0.136471868,1,1
2769,Yes,Points,Postcard,Medium,1,Yes,Low,3,1,4,Yes,1441.25,886,1538,1943,1398,0.136471868,1,1
2770,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,264.25,225,443,6,383,0.136471868,1,0
2771,No,Air Miles,Letter,High,1,No,High,2,1,4,No,871.5,1708,1135,636,7,0.136471868,1,0
2772,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,950.75,1282,1194,930,397,0.136471868,1,0
2773,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,735,953,642,507,838,0.136471868,1,1
2774,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1026.5,944,656,1102,1404,0.136471868,1,0
2775,No,Points,Postcard,Medium,2,No,Medium,3,1,4,Yes,1028,414,582,1062,2054,0.136471868,1,0
2776,Yes,Points,Postcard,Medium,1,No,Medium,2,2,3,No,1163.5,1950,837,1064,803,0.136471868,1,1
2777,Yes,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1283,1901,1551,1215,465,0.136471868,1,1
2778,No,Points,Letter,High,1,No,Low,3,1,2,Yes,929.5,533,546,1319,1320,0.136471868,1,0
2779,No,Air Miles,Letter,Low,2,No,Low,1,1,3,No,1097.75,1985,1210,815,381,0.136471868,1,0
2780,No,Points,Letter,Low,1,Yes,Medium,1,1,4,Yes,1007.5,462,750,1119,1699,0.136471868,1,0
2781,No,Air Miles,Letter,High,1,No,High,3,1,4,Yes,394.25,377,262,472,466,0.136471868,1,0
2782,No,Points,Postcard,Low,3,No,High,3,2,5,No,1224.75,631,1345,1028,1895,0.136471868,1,0
2783,No,Points,Postcard,Medium,1,No,Medium,1,2,2,Yes,854,1611,1038,585,182,0.136471868,1,0
2784,Yes,Points,Postcard,Low,2,No,Low,2,1,6,Yes,867.5,1423,447,1030,570,0.136471868,1,1
2785,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1621.5,1226,1610,2202,1448,0.136471868,1,0
2786,No,Air Miles,Letter,Low,1,No,Medium,1,1,5,Yes,292,151,126,452,439,0.136471868,1,0
2787,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1191,881,498,1361,2024,0.136471868,1,1
2788,Yes,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,1239.25,637,1109,1144,2067,0.136471868,1,1
2789,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,1729.5,1764,1605,1932,1617,0.136471868,1,0
2790,No,Points,Letter,High,2,No,High,1,2,2,Yes,936.75,264,1495,1535,453,0.136471868,1,0
2791,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,5,No,1206,890,1416,1872,646,0.136471868,1,1
2792,No,Air Miles,Postcard,High,1,No,Low,2,2,3,Yes,1241,301,1220,1750,1693,0.136471868,1,0
2793,No,Air Miles,Postcard,Medium,1,No,High,4,1,2,Yes,249.75,81,332,93,493,0.136471868,1,0
2794,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,652.5,745,586,596,683,0.136471868,1,1
2795,No,Points,Postcard,Low,1,No,Medium,2,1,4,No,1114.25,379,1125,1367,1586,0.136471868,1,0
2796,No,Cash Back,Letter,Medium,2,No,Medium,2,1,4,Yes,1234.75,480,1097,1977,1385,0.136471868,1,0
2797,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,817.5,1505,839,547,379,0.136471868,1,0
2798,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1353.25,694,1147,1404,2168,0.136471868,1,0
2799,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1111.75,429,1272,1884,862,0.136471868,1,0
2800,No,Air Miles,Letter,Medium,1,No,Low,1,2,4,Yes,665.5,79,489,885,1209,0.136471868,1,0
2801,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,1402.5,1707,1478,1398,1027,0.136471868,1,0
2802,Yes,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1006,356,926,1518,1224,0.136471868,1,1
2803,No,Points,Letter,Medium,2,No,Low,1,2,3,Yes,1226,1377,1772,1354,401,0.136471868,1,0
2804,No,Points,Letter,Medium,2,No,Medium,4,1,4,Yes,874.75,759,883,1394,463,0.136471868,1,0
2805,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,262.25,432,488,3,126,0.136471868,1,0
2806,Yes,Points,Letter,Medium,2,No,Medium,2,2,5,Yes,284.25,249,466,34,388,0.136471868,1,1
2807,No,Cash Back,Postcard,Medium,1,No,Low,2,2,3,No,822.5,607,951,899,833,0.136471868,1,0
2808,Yes,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,837.5,81,724,1693,852,0.136471868,1,1
2809,No,Points,Postcard,Medium,1,Yes,High,1,1,3,Yes,826.25,91,882,1769,563,0.136471868,1,0
2810,No,Cash Back,Postcard,Medium,2,No,Low,1,2,2,No,633.5,528,673,779,554,0.136471868,1,0
2811,No,Points,Letter,Low,1,No,Medium,2,1,4,No,304.5,498,220,386,114,0.136471868,1,0
2812,No,Air Miles,Letter,Medium,2,Yes,Low,3,2,3,Yes,619.25,611,655,510,701,0.136471868,1,0
2813,No,Cash Back,Postcard,Low,2,No,Medium,2,1,4,Yes,954,104,1170,1069,1473,0.136471868,1,0
2814,No,Air Miles,Postcard,Low,1,No,Medium,2,2,3,Yes,780.75,151,884,1464,624,0.136471868,1,0
2815,No,Cash Back,Letter,High,1,No,Low,1,1,2,Yes,1114.25,416,1047,1249,1745,0.136471868,1,0
2816,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,904,65,1269,1432,850,0.136471868,1,0
2817,No,Air Miles,Letter,Low,1,No,Low,1,1,5,No,966.5,1735,1231,686,214,0.136471868,1,0
2818,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,No,1726.25,1803,1751,1834,1517,0.136471868,1,1
2819,No,Points,Letter,Medium,2,No,Medium,1,1,3,Yes,284,362,1,300,473,0.136471868,1,0
2820,No,Points,Letter,Medium,1,No,High,3,1,3,Yes,1014,1939,1336,721,60,0.136471868,1,0
2821,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1063,684,888,1049,1631,0.136471868,1,0
2822,No,Points,Letter,High,1,No,High,2,1,3,No,1747.5,1706,1548,1923,1813,0.136471868,1,0
2823,No,Air Miles,Letter,High,2,No,Medium,1,1,3,Yes,269,278,265,348,185,0.136471868,1,0
2824,Yes,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1176.25,225,1665,1863,952,0.136471868,1,1
2825,No,Air Miles,Letter,High,1,Yes,High,1,1,4,No,213.25,191,345,272,45,0.136471868,1,0
2826,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,184.25,169,386,100,82,0.136471868,1,1
2827,No,Points,Letter,High,2,No,Medium,2,1,1,No,242.5,202,10,436,322,0.136471868,1,0
2828,No,Air Miles,Postcard,High,2,No,Low,3,1,5,No,1143.25,142,1125,1497,1809,0.136471868,1,0
2829,No,Air Miles,Postcard,Medium,2,No,High,2,1,4,Yes,1134,2106,1323,491,616,0.136471868,1,0
2830,Yes,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1212.75,1139,1308,1795,609,0.136471868,1,1
2831,Yes,Cash Back,Letter,Medium,2,No,Low,2,1,3,No,1066.75,1990,1371,744,162,0.136471868,1,1
2832,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,306.25,308,413,63,441,0.136471868,1,0
2833,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,793.75,942,700,641,892,0.136471868,1,0
2834,No,Cash Back,Letter,High,1,No,Low,2,1,3,Yes,1026.75,283,951,1893,980,0.136471868,1,0
2835,Yes,Air Miles,Postcard,Low,2,No,Low,3,1,4,No,1220.25,308,1363,1928,1282,0.136471868,1,1
2836,No,Air Miles,Postcard,Low,1,Yes,High,2,2,3,No,906.25,1655,1297,512,161,0.136471868,1,0
2837,No,Cash Back,Postcard,High,1,No,Low,3,2,4,Yes,812.25,889,813,684,863,0.136471868,1,0
2838,No,Points,Letter,High,1,No,Low,2,1,3,No,1003.75,1759,1347,900,9,0.136471868,1,0
2839,No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1306.25,1013,790,1677,1745,0.136471868,1,0
2840,No,Points,Letter,High,1,No,Low,1,2,5,Yes,1031,1809,1384,854,77,0.136471868,1,0
2841,No,Air Miles,Postcard,Low,1,No,High,1,2,3,Yes,1312.25,2079,1320,997,853,0.136471868,1,0
2842,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,5,Yes,1737.75,1655,1629,1766,1901,0.136471868,1,0
2843,No,Points,Letter,Low,1,No,High,1,1,4,No,920.75,101,852,1253,1477,0.136471868,1,0
2844,No,Points,Postcard,Medium,2,No,Low,1,2,4,Yes,1029.5,1911,1171,592,444,0.136471868,1,0
2845,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,No,1007,67,785,1456,1720,0.136471868,1,0
2846,Yes,Air Miles,Letter,Medium,2,No,Medium,3,2,3,No,967,2052,1040,666,110,0.136471868,1,1
2847,Yes,Points,Postcard,High,2,Yes,Low,2,1,3,No,1010.25,1772,1139,781,349,0.136471868,1,1
2848,No,Cash Back,Postcard,Medium,1,Yes,High,2,2,3,Yes,952.75,389,918,1621,883,0.136471868,1,0
2849,Yes,Air Miles,Letter,Low,1,No,High,1,1,3,No,921.25,1507,1155,573,450,0.136471868,1,1
2850,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,889.25,1916,812,516,313,0.136471868,1,0
